Taxa Group,Family,InterestedGroup,Subfamily,Genus,Species,Taxa Original label in the French data-base,0.25cm,0.250.5cm,0.51cm,12cm,24cm,48cm,8cm,1year,more1year,less1,1year,more1,egg,larva,nymph,adult,ovoviviparity,isolated eggs free,isolated eggs cemented,clutches cemented or fixed,clutches free,clutches in vegetation,clutches terrestrial,asexual reproduction,aquatic passive,aquatic active,aerial passive,aerial active,eggs statoblasts,cocoons,housings against desiccation,diapause or dormancy,none,microorganisms,detritus less 1mm,dead plant more 1mm,living microphytes,living macrophytes,dead animal more 1mm,living microinvertebrates,living macroinvertebrates,vertebrates,absorber,deposit feeder,shredder,scraper,filter-feeder,piercer,predator,parasite,tegument,gill,plastron,spiracle,hydrostatic vesicle,cold less 15C,warm more 15C,eurythermic,less 4,more 4-4.5,more 4.5-5,more 5-5.5,more 5.5-6,more 6,oligotrophic,mesotrophic,eutrophic,xenosaprobic,oligosaprobic,b-mesosaprobic,a-mesosaprobic,polysaprobic,freshwater,brackish water,2  Pyrenees,4  Alps,8  Vosges Jura Massif Central,13a  lowlands oceanic,13b  lowlands mediterranean,lowlands,piedmont level,alpine level,crenon,epirithron,metarithron,hyporithron,epipotamon,metapotamon,estuary,outside river system,river channel,banks connected side-arms,ponds pools disconnected side-arms,marshes peat bogs,temporary waters,lakes,groundwaters,flagsboulderscobblespebbles,gravel,sand,silt,macrophytes,microphytes,twigsroots,organic detrituslitter,mud,flier,surface swimmer,full water swimmer,crawler,burrower,interstitial,temporarily attached,permanently attached,null,slow less 25 cms,medium 25-50 cmlesss,fast more 50 cms
Oligochaeta,TUBIFICIDAE,Oligochaeta,[Fam:TUBIFICIDAE],other Tubificidae (ASC = with capillary setae),,other Tubificidae (ASC),0,0,0,0,0,3,0,0,1,0,0,3,3,3,0,3,0,0,0,3,0,0,0,2,1,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,1,3,1,2,2,0,0,1,2,2,3,0,2,2,2,2,2,3,1,0,2,2,2,2,3,3,0,0,0,3,2,0,0,2,2,0,1,2,3,2,0,1,1,5,0,0,0,0,3,1,2,0,1,3,1,0
Oligochaeta,TUBIFICIDAE,Oligochaeta,[Fam:TUBIFICIDAE],Potamothrix,moldaviensis,Potamothrix moldaviensis,0,0,0,1,1,3,0,0,1,0,0,3,3,3,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,1,1,3,0,2,3,0,0,2,3,1,3,2,0,3,3,3,0,3,0,0,1,1,1,2,2,2,0,3,2,3,1,0,0,3,0,1,2,3,2,0,0,1,1,3,0,0,0,0,3,1,0,0,2,3,3,2
Oligochaeta,TUBIFICIDAE,Oligochaeta,[Fam:TUBIFICIDAE],other Tubificidae (SSC = without capillary setae),,other Tubificidae (SSC),0,0,0,0,0,3,0,0,1,0,0,3,3,3,0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,2,3,0,2,2,0,0,0,2,3,3,2,0,2,2,2,2,3,0,0,0,1,1,1,1,1,0,0,3,2,3,0,0,3,0,0,4,4,2,2,2,1,1,5,0,0,0,0,3,2,0,0,3,3,1,1
Oligochaeta,ENCHYTRAEIDAE,Oligochaeta,[Fam:ENCHYTRAEIDAE],Enchytraeidae,Gen. sp.,Enchytraeidae,0,0,3,3,0,0,0,0,1,0,0,3,2,2,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,2,3,3,3,1,1,1,1,3,3,2,1,3,0,2,2,2,2,2,3,2,2,0,0,1,1,1,1,0,0,1,2,0,0,0,1,0,1,2,2,1,2,0,0,3,3,0,0,0,0,3,2,0,0,0,2,1,0
Oligochaeta,PROPAPPIDAE,Oligochaeta,[Fam:PROPAPPIDAE],Propappus,volki,Propappus volki,0,0,0,0,3,3,0,0,1,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,2,0,1,0,1,2,3,1,0,3,0,0,0,2,2,0,3,0,0,1,1,1,1,2,1,0,0,0,2,0,0,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,3
Oligochaeta,LUMBRICULIDAE,Oligochaeta,[Fam:LUMBRICULIDAE],Stylodrilus,heringianus,Stylodrilus heringianus,0,0,0,0,0,3,0,0,1,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,3,0,1,2,3,3,3,3,1,1,0,3,3,1,0,3,0,3,3,3,3,0,3,1,1,2,2,2,2,2,2,0,0,3,2,0,1,0,2,2,3,5,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,1,3,3
Oligochaeta,LUMBRICULIDAE,Oligochaeta,[Fam:LUMBRICULIDAE],other Lumbriculidae,,other Lumbriculidae,0,0,0,0,3,3,3,0,1,0,0,3,3,3,0,3,0,0,0,2,0,0,0,3,1,0,0,0,0,2,0,0,2,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,3,3,3,3,3,3,3,1,3,2,0,2,2,3,2,3,0,2,2,2,2,0,3,2,0,2,2,2,2,2,2,0,0,0,2,0,1,0,2,2,1,2,2,2,2,0,1,2,2,0,0,0,0,0,1,0,0,2,2,1,0
Oligochaeta,DORYDRILIDAE,Oligochaeta,[Fam:DORYDRILIDAE],Dorydrilus,michaelseni,Dorydrilus,0,0,3,3,0,0,0,0,1,0,0,3,3,3,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,3,3,2,0,1,0,2,2,0,0,0,3,0,0,3,2,2,0,3,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Oligochaeta,LUMBRICIDAE,Oligochaeta,[Fam:LUMBRICIDAE],Eiseniella,tetraedra,Eiseniella tetraedra,0,0,0,0,0,3,0,0,1,0,3,0,2,2,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,2,3,3,3,2,1,1,0,1,3,1,0,3,0,2,2,2,3,2,3,1,1,2,2,2,2,1,1,0,0,0,3,0,0,1,1,0,3,3,1,1,4,0,2,2,2,0,0,0,0,1,1,0,0,1,3,2,2
Oligochaeta,LUMBRICIDAE,Oligochaeta,[Fam:LUMBRICIDAE],Dendrobaena,rubida (f. subrubicunda),Dendrobaena subrubicunda,0,0,0,0,0,3,0,0,1,0,3,0,2,2,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,3,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,2,0,0,1,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,0,0,3,1,0,0
Oligochaeta,SPARGANOPHILIDAE,Oligochaeta,[Fam: SPARGANOPHILIDAE],Sparganophilus,tamesis,Sparganophilus tamesis,0,0,0,0,0,0,3,0,1,0,0,0,2,2,0,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,3,1,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,3,2,0,0,1,0,0,1,0,0,3,0,0,3,0,3,0,1,0,0,0,0,2,2,0,0,0,2,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,1,0,0,3,1,0,0
Oligochaeta,BRANCHIOBDELLIDAE,Oligochaeta,[Fam:BRANCHIOBDELLIDAE],Branchiobdella,sp.,Branchiobdella,0,3,2,0,0,0,0,0,1,0,0,0,3,3,0,3,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3,1,2,0,2,0,0,2,2,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,3,3,2,3,1,0,1,2,3,2,0,3,0,0,3,2,0,0,1,1,0,0,1,2,2,1,0,0,1,0,3,2,0,0,1,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,2,1,0
Hirudinea,PISCICOLIDAE,PISCICOLIDAE,PISCICOLINAE,Piscicola,geometra,Piscicola geometra,0,0,0,0,2,3,0,3,0,0,3,0,3,3,0,2,0,0,3,2,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,3,0,0,0,1,1,3,0,3,1,0,0,3,1,0,3,2,2,3,2,3,3,3,0,0,0,0,1,2,2,3,0,2,4,4,1,0,0,2,0,3,1,0,0,5,0,0,1,0,0,0,0,3,0,0,2,0,0,3,3,2
Hirudinea,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIINAE,Hemiclepsis,marginata,Hemiclepsis marginata,0,0,0,3,0,0,0,0,0,0,1,0,3,3,0,2,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,3,0,0,1,1,2,2,0,3,1,0,0,3,1,0,3,1,2,3,3,3,3,3,0,0,0,0,1,1,2,2,0,2,0,2,2,0,0,2,0,2,0,0,0,3,0,0,2,0,0,0,0,3,0,0,1,0,3,1,0,0
Hirudinea,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIINAE,Glossiphonia,sp.,Glossiphonia,0,0,0,3,3,0,0,1,3,0,3,0,3,3,0,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,1,1,1,2,3,0,3,1,0,1,3,2,0,3,1,3,3,3,3,3,3,0,0,2,3,3,2,2,2,0,3,2,2,3,0,0,3,0,4,3,0,0,3,0,0,1,0,0,0,0,3,0,0,1,0,2,2,2,1
Hirudinea,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,HAEMENTERIINAE,Helobdella,stagnalis,Helobdella stagnalis,0,0,3,1,0,0,0,3,1,0,3,1,3,3,0,3,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,1,1,1,2,3,3,0,2,3,0,0,1,2,0,3,0,3,3,3,3,3,3,0,0,0,0,2,2,2,2,0,2,1,1,2,0,1,2,0,2,0,0,0,5,0,0,3,0,0,0,0,4,1,0,1,0,2,3,1,0
Hirudinea,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIINAE,Placobdella,costata,Haementeria costata,0,0,0,0,1,3,0,0,3,0,3,0,3,3,0,2,2,0,0,0,1,0,0,0,2,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,1,1,0,3,1,2,1,1,3,1,3,0,0,1,0,0,0,0,0,0,3,1,2,3,0,0,2,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,1,0,2,2,1,0
Hirudinea,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIINAE,Glossiphonia,verrucata,Boreobdella verrucata,0,0,0,0,3,0,0,0,3,1,2,0,3,3,0,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,1,1,3,0,1,0,0,1,3,1,0,3,1,0,0,0,3,0,3,0,0,0,0,1,1,1,1,0,4,0,3,1,0,0,3,0,3,0,0,0,4,0,1,1,0,0,0,0,4,1,0,1,0,2,2,1,1
Hirudinea,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,GLOSSIPHONIINAE,Glossiphonia,paludosa,Batracobdella paludosa,0,0,0,3,0,0,0,0,3,0,3,0,3,3,0,3,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,1,1,3,0,1,0,0,0,2,2,0,3,1,0,2,1,3,1,3,0,0,0,0,0,0,0,0,0,3,0,2,5,2,0,2,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,3,2,0,0
Hirudinea,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,THEROMYZINAE,Theromyzon,tessulatum,Theromyzon tessulatum,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,2,2,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,3,2,0,3,1,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,2,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,3,3,2,0
Hirudinea,HIRUDINIDAE,HIRUDINIDAE,HIRUDININAE,Hirudo,medicinalis,Hirudo medicinalis,0,0,0,0,0,3,1,0,3,3,0,0,1,3,0,2,0,0,0,3,0,0,2,0,3,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,3,0,0,1,1,2,2,1,3,0,0,0,1,3,0,3,1,2,3,3,3,3,3,0,0,0,1,1,0,0,0,0,3,0,1,2,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,2,2,2,0
Hirudinea,HAEMOPIDAE,HAEMOPIDAE,HAEMOPINAE,Haemopis,sanguisuga,Haemopis sanguisuga,0,0,0,0,0,3,0,0,3,0,1,0,1,3,0,1,0,0,0,3,0,0,2,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,2,1,3,1,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,3,0,0,1,1,2,2,1,3,1,0,0,2,2,0,3,1,2,3,3,3,3,3,0,0,0,0,2,2,1,0,0,4,0,2,4,0,1,4,0,4,0,0,0,2,0,0,0,0,0,0,1,4,1,0,1,0,3,3,2,0
Hirudinea,ERPOBDELLIDAE,ERPOBDELLIDAE,TROCHETINAE,Dina,lineata,Dina lineata,0,0,0,0,3,0,0,1,3,1,3,0,3,3,0,2,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,1,3,3,3,0,3,0,0,0,3,3,0,3,0,3,2,3,3,2,3,0,0,0,0,0,0,0,0,0,5,0,1,1,3,4,1,0,1,0,0,0,3,0,0,2,2,0,0,0,4,1,0,1,0,3,1,1,0
Hirudinea,ERPOBDELLIDAE,ERPOBDELLIDAE,ERPOBDELLINAE,Erpobdella,sp.,Erpobdella,0,0,0,0,3,0,0,1,3,1,3,0,3,3,0,2,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,1,2,2,3,0,3,2,0,0,2,3,1,3,1,2,3,3,3,3,3,0,0,1,3,3,3,4,4,0,3,3,4,2,2,0,2,0,4,2,2,1,3,0,1,2,2,0,0,1,3,1,0,1,0,1,1,3,2
Hirudinea,ERPOBDELLIDAE,ERPOBDELLIDAE,TROCHETINAE,Trocheta,sp.,Trocheta,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,1,1,1,1,1,1,0,1,2,0,0,1,2,2,3,0,0,2,3,3,1,3,0,0,1,1,1,1,1,1,0,1,0,4,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,2,1,0
Gastropoda,NERITIDAE,NERITIDAE,[Fam:NERITIDAE],Theodoxus,fluviatilis,Theodoxusfluviatilis,0,0,3,1,0,0,0,3,1,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,5,3,1,2,2,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,1,3,3,3,1,0,1,3,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,1,3,2,2,2,2,4,0,0,0,3,0,5,1,0,0,1,0,2,0,0,0,0,0,3,0,0,2,0,0,2,3,2
Gastropoda,VALVATIDAE,VALVATIDAE,[Fam:VALVATIDAE],Valvata,sp.,Valvata,0,2,3,0,0,0,0,3,2,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,2,3,5,3,1,1,0,0,0,0,1,2,2,0,0,0,1,3,0,0,0,0,0,3,0,0,1,1,1,3,2,3,1,0,1,3,1,0,3,2,3,3,3,3,3,3,0,0,1,1,1,2,2,1,0,3,0,2,2,1,0,2,0,3,2,1,1,5,2,3,1,4,0,0,0,2,3,0,0,0,3,3,0,0
Gastropoda,VIVIPARIDAE,VIVIPARIDAE,[Fam:VIVIPARIDAE],Viviparus,sp.,Viviparus,0,0,0,0,3,0,0,1,3,1,3,0,3,0,0,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,3,2,1,1,1,2,0,0,0,0,1,2,2,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,2,3,1,0,0,3,1,0,3,1,3,3,3,3,3,3,0,0,0,0,1,1,2,3,0,3,3,5,1,1,0,2,0,4,3,0,0,2,0,0,0,3,0,0,0,3,1,0,0,0,2,3,1,0
Gastropoda,BITHYNIIDAE,BITHYNIIDAE,[Fam:BITHYNIIDAE],Bithynia,sp.,Bithynia,0,0,3,1,0,0,0,3,3,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,2,5,1,1,2,1,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,3,0,1,1,1,2,3,0,3,2,0,0,3,2,0,3,3,3,3,3,3,3,3,2,0,0,0,1,2,3,3,0,2,0,3,3,1,1,1,0,4,1,1,2,5,3,0,0,3,0,0,0,3,1,0,0,0,3,2,0,0
Gastropoda,HYDROBIIDAE,HYDROBIIDAE,HORATIINAE,Belgrandia,sp.,Belgrandia,0,3,0,0,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,3,2,3,1,0,0,0,0,0,1,3,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,3,0,3,0,0,0,3,3,0,0,3,2,1,1,0,0,0,0,2,0,0,0,0,0,0,4,2,2,2,4,3,0,1,2,0,1,0,3,1,0,0,0,0,3,1,0
Gastropoda,HYDROBIIDAE,HYDROBIIDAE,LITHOGLYPHINAE,Lithoglyphus,naticoides,Lithoglyphus naticoides,0,0,3,0,0,0,0,1,3,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,3,2,3,1,0,0,0,0,0,1,3,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,3,1,0,3,1,0,0,1,2,0,3,0,0,0,0,1,1,1,0,0,3,2,2,4,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,3,1,0,0,0,3,3,1,0
Gastropoda,HYDROBIIDAE,HYDROBIIDAE,HORATIINAE,Bythiospeum,sp.,Bythiospeum,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,1,2,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,3,2,3,1,0,0,0,0,0,1,3,1,0,0,0,1,3,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,3,1,0,0,0,3,0,0,2,3,1,2,3,0,0,4,2,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0
Gastropoda,HYDROBIIDAE,HYDROBIIDAE,AMNICOLINAE,Bythinella,sp.,Bythinella,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,2,1,3,1,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,3,0,3,3,3,1,3,1,1,0,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0,0,0,3,1,0,0,0,0,1,2,1
Gastropoda,HYDROBIIDAE,HYDROBIIDAE,[Fam:HYDROBIIDAE],Potamopyrgus,antipodarum,Potamopyrgus jenkinsi,0,3,2,0,0,0,0,3,1,0,1,3,3,0,0,3,3,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,0,0,0,4,2,3,0,0,0,0,0,0,3,2,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,3,0,2,3,0,0,2,2,1,2,3,3,3,2,3,3,3,0,0,0,0,0,0,2,4,3,2,2,3,1,0,0,1,0,3,2,1,1,3,3,0,0,4,0,0,0,3,1,0,0,0,2,3,3,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Ancylus,fluviatilis,Ancylus fluviatilis,0,0,3,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,2,5,2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,1,3,2,1,0,1,2,2,2,0,3,2,3,3,3,3,3,3,2,1,2,3,4,1,1,1,0,1,3,3,0,0,1,1,0,5,4,0,0,2,2,1,0,0,0,0,0,3,0,0,2,0,1,1,3,2
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Ferrissia,sp.,Ferrissia,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,2,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,3,3,3,2,0,0,1,2,2,0,3,1,0,3,3,3,3,3,0,0,0,0,0,1,2,3,0,1,0,1,1,0,0,0,0,1,1,0,0,4,0,2,3,3,0,0,0,2,3,0,0,0,2,2,0,0
Gastropoda,ACROLOXIDAE,ACROLOXIDAE,[Fam:ACROLOXIDAE],Acroloxus,lacustris,Acroloxus lacustris,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,2,4,0,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,1,2,3,0,3,2,0,1,2,2,0,3,1,3,3,3,3,3,3,0,0,0,0,1,2,3,2,0,3,0,1,3,0,0,0,0,1,0,0,0,5,2,0,2,3,0,0,0,1,3,0,0,0,3,2,0,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Gyraulus,crista,Armiger crista,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,3,0,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0,1,1,1,2,3,0,2,2,0,0,3,0,0,3,1,2,2,2,2,1,3,0,0,0,0,0,1,3,1,0,1,0,2,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,3,0,0,0,0,3,1,0,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Bathyomphalus,contortus,Bathyomphalus contortus,0,3,2,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,3,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,1,1,3,3,3,1,0,0,2,3,1,0,3,1,3,3,3,3,3,3,0,0,0,0,3,2,2,0,0,5,0,2,3,0,3,0,0,3,1,0,0,5,1,0,0,3,0,1,0,3,0,0,0,0,3,2,0,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Hippeutis,complanatus,Hippeutis complanata,0,1,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,3,0,2,2,1,0,3,1,2,2,2,2,2,3,0,0,0,0,1,2,3,1,0,3,0,1,3,0,0,0,0,2,1,0,0,4,1,0,0,3,0,1,0,3,0,0,0,0,3,0,0,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Planorbarius,corneus,Planorbarius corneus,0,0,0,0,3,0,0,1,3,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,2,4,2,3,2,0,1,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,1,3,0,0,1,1,1,3,0,2,3,0,1,2,2,0,3,2,3,3,3,3,1,3,0,0,0,0,1,2,3,1,0,5,0,1,3,1,2,0,0,3,1,0,0,4,1,0,0,3,0,1,0,3,0,0,0,0,3,1,0,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Gyraulus,sp.,Gyraulus,0,0,3,0,0,0,0,3,1,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,4,1,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,1,3,3,1,3,1,0,2,2,1,0,3,1,3,3,3,3,3,3,0,0,1,1,1,2,3,2,0,4,0,3,5,0,1,0,0,3,1,0,1,5,1,0,3,4,0,1,0,3,0,0,0,0,3,2,1,0
Gastropoda,PLANORBIDAE,PLANORBIDAE,[Fam:PLANORBIDAE],Segmentina,nitida,Segmentina  nitida,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,1,3,1,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,1,3,0,1,1,1,1,3,1,3,1,0,1,1,1,0,3,1,2,2,2,2,2,3,0,0,2,1,1,2,3,1,0,5,0,1,4,0,1,0,0,3,2,2,0,3,1,0,0,3,0,1,0,3,0,0,0,0,3,1,0,0
